Source,Target
ritual stone,"Arts of Africa, Oceania, and the Americas"
fragment,Islamic Art
print,Drawings and Prints
beads,Egyptian Art
print,Drawings and Prints
print,Drawings and Prints
baseball card,Drawings and Prints
print,Drawings and Prints
painting,European Paintings
print,Drawings and Prints
plaque,The American Wing
book,Drawings and Prints
vase,European Sculpture and Decorative Arts
cylinder seal,Egyptian Art
negative,Photographs
stela,Egyptian Art
hanging scroll,Asian Art
fragment,Greek and Roman Art
baseball card,Drawings and Prints
string of beads,Islamic Art
print,Drawings and Prints
textile sample,Modern and Contemporary Art
drawing,Drawings and Prints
ensemble,Costume Institute
book,Drawings and Prints
triptych on chain,European Sculpture and Decorative Arts
book,Drawings and Prints
print,Drawings and Prints
figurine,Asian Art
door handle,European Sculpture and Decorative Arts
print,Drawings and Prints
inlay,Egyptian Art
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
amphora fragments?,Greek and Roman Art
print baseball card,Drawings and Prints
print,Asian Art
print,Drawings and Prints
ornament & architecture,Drawings and Prints
print,Drawings and Prints
book,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
photograph,Photographs
medallion,European Sculpture and Decorative Arts
print,Drawings and Prints
hanging scroll,Asian Art
fragment,Medieval Art
print,Drawings and Prints
anklet,Egyptian Art
sealing,Ancient Near Eastern Art
scarab,Egyptian Art
print,Drawings and Prints
hat,Costume Institute
knife handle (kozuka),Arms and Armor
photograph,Drawings and Prints
book,Drawings and Prints
photograph,Photographs
figure,"Arts of Africa, Oceania, and the Americas"
print,Drawings and Prints
ephemera,Drawings and Prints
print,Drawings and Prints
ephemera,Drawings and Prints
ritual stone,"Arts of Africa, Oceania, and the Americas"
photograph,Drawings and Prints
drawing,Drawings and Prints
ornament & architecture,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
necklace,Costume Institute
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
ephemera,Drawings and Prints
piece,Asian Art
book,Drawings and Prints
wrapper,"Arts of Africa, Oceania, and the Americas"
negative,Photographs
print,Drawings and Prints
relief,Egyptian Art
kylix fragment,Greek and Roman Art
bead,Islamic Art
newspaper,Photographs
linen,Egyptian Art
print,Drawings and Prints
baseball card,Drawings and Prints
painting,Robert Lehman Collection
drawing,Drawings and Prints
stamp,"Arts of Africa, Oceania, and the Americas"
coffeepot with cover,European Sculpture and Decorative Arts
print,Drawings and Prints
fragment of a bowl,Islamic Art
medal,European Sculpture and Decorative Arts
photograph,Photographs
print,Drawings and Prints
baseball card,Drawings and Prints
drawing,Drawings and Prints
kylix fragment,Greek and Roman Art
photograph,Photographs
piece,European Sculpture and Decorative Arts
piece,Asian Art
print,Drawings and Prints
dish,Asian Art
photograph,Photographs
panel,Medieval Art
manuscript,Drawings and Prints
repeater watch,European Sculpture and Decorative Arts
baseball card,Drawings and Prints
spoon,The American Wing
print,Drawings and Prints
orphrey,Medieval Art
skirt,Costume Institute
model sistrum,Egyptian Art
covered box,Asian Art
book,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
beaker,European Sculpture and Decorative Arts
book,Drawings and Prints
stereograph,Photographs
evening dress,Costume Institute
print,Drawings and Prints
medal,European Sculpture and Decorative Arts
shoes,Costume Institute
photomechanical print,Photographs
book,Drawings and Prints
figure,"Arts of Africa, Oceania, and the Americas"
panel,The American Wing
panel,European Sculpture and Decorative Arts
photograph,Photographs
soba cup,Asian Art
shabti,Egyptian Art
kylix fragment,Greek and Roman Art
print,Drawings and Prints
figure,Asian Art
teabowl,Asian Art
double flask,European Sculpture and Decorative Arts
shaft,The Cloisters
joint stool,The American Wing
print,Drawings and Prints
statue,Egyptian Art
edging,European Sculpture and Decorative Arts
print,Drawings and Prints
sugar bowl,The American Wing
print,Drawings and Prints
photograph,Drawings and Prints
print,Drawings and Prints
photograph,Photographs
piece,European Sculpture and Decorative Arts
column-krater fragment,Greek and Roman Art
door handle,European Sculpture and Decorative Arts
hydria,Greek and Roman Art
apron,Costume Institute
seal impression,Greek and Roman Art
carpet,European Sculpture and Decorative Arts
drawing,Modern and Contemporary Art
dagger (katar),Arms and Armor
drawing,Drawings and Prints
sword-hilt collar and pommel (fuchigashira),Arms and Armor
photograph,Photographs
netsuke,Asian Art
drawing,Drawings and Prints
netsuke,Asian Art
print,Drawings and Prints
textile sample,Modern and Contemporary Art
coffee cup,European Sculpture and Decorative Arts
canopic chest,Egyptian Art
book,Drawings and Prints
dagger blade,Greek and Roman Art
print,Drawings and Prints
brooch,Costume Institute
photograph,Drawings and Prints
ritual stone,"Arts of Africa, Oceania, and the Americas"
hnai,Musical Instruments
print,Drawings and Prints
ephemera,Drawings and Prints
ensemble,Costume Institute
dress,Costume Institute
print,Drawings and Prints
print,Drawings and Prints
photograph,Drawings and Prints
bowl,Greek and Roman Art
print,Drawings and Prints
kylix fragments,Greek and Roman Art
anklet,Egyptian Art
bead,Asian Art
basket,Asian Art
water tray,Modern and Contemporary Art
hanging scroll,Asian Art
photograph,Photographs
shoe buckles,Costume Institute
drawing,Drawings and Prints
"print
ornament & architecture",Drawings and Prints
shirt,Costume Institute
print,Drawings and Prints
print,Drawings and Prints
fragment,Islamic Art
figure,Asian Art
canopic chest,Egyptian Art
print,Drawings and Prints
vase,The American Wing
print,Drawings and Prints
candelabrum,The American Wing
lamp,Greek and Roman Art
negative,Photographs
print,Drawings and Prints
baseball,Drawings and Prints
sailor hat,Costume Institute
door knocker,European Sculpture and Decorative Arts
band,Islamic Art
figurine,Robert Lehman Collection
gloves,Costume Institute
textile fragment,Islamic Art
print,Drawings and Prints
drawing,Modern and Contemporary Art
knife,"Arts of Africa, Oceania, and the Americas"
rug,The American Wing
polaroid,Photographs
stereograph,Photographs
drawing,Drawings and Prints
ornament,Egyptian Art
panel,European Sculpture and Decorative Arts
snuff bottle,Asian Art
print,Drawings and Prints
print,Drawings and Prints
sword-hilt collar and pommel (fuchigashira),Arms and Armor
suit,Costume Institute
juglet,Greek and Roman Art
inlay,Egyptian Art
book,Drawings and Prints
medallion,The American Wing
photograph,Photographs
negative,Photographs
print,Drawings and Prints
cups,European Sculpture and Decorative Arts
album,Drawings and Prints
photograph,Drawings and Prints
figure,"Arts of Africa, Oceania, and the Americas"
print,Drawings and Prints
print,Drawings and Prints
stamp seal,Ancient Near Eastern Art
pax,European Sculpture and Decorative Arts
needle,"Arts of Africa, Oceania, and the Americas"
folio from an illustrated manuscript,Islamic Art
baseball card,Drawings and Prints
fragment,Islamic Art
print,Drawings and Prints
woodblock print,Asian Art
tab'l shamee,Musical Instruments
print,Drawings and Prints
"book
ornament & architecture
print",Drawings and Prints
print,Drawings and Prints
stockings,Costume Institute
fragment,Islamic Art
pendant,Asian Art
print,Drawings and Prints
print,Drawings and Prints
figure,"Arts of Africa, Oceania, and the Americas"
kylix fragment,Greek and Roman Art
photograph,Photographs
drawing,Drawings and Prints
side chair,European Sculpture and Decorative Arts
jug,Greek and Roman Art
print,Drawings and Prints
negative,Photographs
drawing ornament & architecture,Drawings and Prints
painting,European Paintings
top plates of a shaffron (horse's head defense),Arms and Armor
print,Asian Art
book,Drawings and Prints
print,Drawings and Prints
bead,Egyptian Art
print,Drawings and Prints
portfolio,Photographs
photographically illustrated book,Photographs
photographs ornament & architecture,Drawings and Prints
drawing,Drawings and Prints
woodblock print,Asian Art
vase fragment,Greek and Roman Art
medal,Robert Lehman Collection
print,Drawings and Prints
book print ornament & architecture,Drawings and Prints
print,Drawings and Prints
drawing,Drawings and Prints
cameo,Greek and Roman Art
vase,The American Wing
print,Drawings and Prints
weight,Ancient Near Eastern Art
tiles,European Sculpture and Decorative Arts
model,Egyptian Art
knife handle,Medieval Art
print,Drawings and Prints
print,Drawings and Prints
thigh defense,Arms and Armor
box,Asian Art
dish,Islamic Art
book,Drawings and Prints
print,Drawings and Prints
piece,Asian Art
negative,Photographs
photograph,Drawings and Prints
bead,Egyptian Art
hat,Costume Institute
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
fragment,Greek and Roman Art
print,Drawings and Prints
fragment,Medieval Art
print,Drawings and Prints
drawing,Drawings and Prints
photograph,Photographs
scarab,Egyptian Art
side chair,The American Wing
negative,Photographs
photograph,Photographs
standing cup with cover,European Sculpture and Decorative Arts
print,Drawings and Prints
print,Asian Art
album prints ornament & architecture,Drawings and Prints
fragment,Islamic Art
cocktail blouse,Costume Institute
book,Drawings and Prints
print,Drawings and Prints
print,Asian Art
vase,European Sculpture and Decorative Arts
drawing,Modern and Contemporary Art
figure,Asian Art
print,Drawings and Prints
carpenter's chalk-line,Asian Art
print,Drawings and Prints
amulet,Egyptian Art
bowl with cover,European Sculpture and Decorative Arts
casket,European Sculpture and Decorative Arts
print,Drawings and Prints
print,Modern and Contemporary Art
print,Drawings and Prints
ewer,Islamic Art
photograph,Photographs
ensemble,Costume Institute
cann,The American Wing
print,Drawings and Prints
picchavai panel,Asian Art
stereograph,Photographs
print,Drawings and Prints
beads,Egyptian Art
dress,Costume Institute
folio,Asian Art
book,Drawings and Prints
statuette,Medieval Art
ewer,Islamic Art
kylix fragment,Greek and Roman Art
photograph,Photographs
print,Drawings and Prints
ensemble,Costume Institute
pottery whistle,Musical Instruments
water coupe,Asian Art
cap crown,European Sculpture and Decorative Arts
book,Drawings and Prints
print,Drawings and Prints
purse,Costume Institute
scarab,Egyptian Art
photograph,Photographs
lekanis fragment?,Greek and Roman Art
slippers,Islamic Art
illustrated book,Asian Art
print,Drawings and Prints
harp string gauge,Musical Instruments
evening ensemble,Costume Institute
basset horn in f,Musical Instruments
drawing,European Paintings
baluster,European Sculpture and Decorative Arts
photograph,Drawings and Prints
bathing suit,Costume Institute
photograph,Photographs
suit,Costume Institute
scarab,Egyptian Art
piece,European Sculpture and Decorative Arts
carte-de-visite,Photographs
biberon,European Sculpture and Decorative Arts
painting,Modern and Contemporary Art
drawing,Drawings and Prints
prints,Drawings and Prints
book,Drawings and Prints
painting,The American Wing
baseball card,Drawings and Prints
shoes,Costume Institute
print,Drawings and Prints
sword guard (tsuba),Arms and Armor
photograph,Photographs
necklace,European Sculpture and Decorative Arts
fragment,Islamic Art
morning ensemble,Costume Institute
plate,Modern and Contemporary Art
baseball card,Drawings and Prints
portrait medallion,European Sculpture and Decorative Arts
print,Drawings and Prints
earring or spiral,Greek and Roman Art
lion,Egyptian Art
print,Drawings and Prints
visored bascinet,Arms and Armor
foundation deposit plaque,Egyptian Art
print,Drawings and Prints
book,Drawings and Prints
print,Drawings and Prints
print collection ornament & architecture,Drawings and Prints
colichemarde blade,Arms and Armor
drawing collection ornament & architecture,Drawings and Prints
carte-de-visite,Photographs
print,Asian Art
book,Drawings and Prints
sketchbook,Asian Art
bead,Asian Art
print,Drawings and Prints
pin,Photographs
badge,Photographs
evening dress,Costume Institute
photograph,Photographs
kylix fragment,Greek and Roman Art
piece,Asian Art
print,Drawings and Prints
figurine,Egyptian Art
amphora fragment?,Greek and Roman Art
print,Drawings and Prints
book,Drawings and Prints
jug,Islamic Art
watercolor,The American Wing
panorama,Photographs
fragment,Medieval Art
drawing,Drawings and Prints
photograph,Drawings and Prints
drawing,Drawings and Prints
print,Drawings and Prints
album,Drawings and Prints
gravy spoons,European Sculpture and Decorative Arts
print,Drawings and Prints
fragment,Medieval Art
drawing,Drawings and Prints
scarf,The American Wing
kylix fragment,Greek and Roman Art
fan,European Sculpture and Decorative Arts
drawing ornament & architecture,Drawings and Prints
fragment,European Sculpture and Decorative Arts
photograph,Drawings and Prints
print,Drawings and Prints
sword guard (tsuba),Arms and Armor
